渠道代号,日均UV,平均注册率,平均搜索量,访问深度,平均停留时间,订单转化率,投放总时间,素材类型,广告类型,合作方式,广告尺寸,广告卖点
A85,1.26,0.0,79.00000000000001,1.378,279.65,38.0,21,jpg,横幅,cpc,600*90,直降
A86,8.67,0.0,23.0,1.3299,88.05,8.0,18,jpg,横幅,cpc,600*90,直降
A87,2.9,0.0,0.0,1.2103,161.36,25.0,30,jpg,横幅,cpc,600*90,直降
A88,4.6,0.0,0.0,1.3918,60.96,0.0,19,jpg,横幅,cpc,600*90,直降
A882,8.68,40.0,4197.0,2.6044,332.11,44.0,8,jpg,横幅,cpc,480*360,秒杀
A883,3268.41,15.0,69.0,1.8947,225.85,22.0,7,jpg,横幅,cpc,600*90,秒杀
A884,4.35,0.0,23.0,1.0114,132.58,0.0,2,jpg,横幅,cpc,600*90,秒杀
A885,2417.78,16.0,55.0,1.7886,235.83,18.0,22,jpg,横幅,cpc,600*90,秒杀
A886,3.81,0.0,0.0,1.034,466.08,0.0,11,jpg,横幅,cpc,480*360,满赠
A887,12586.93,22.0,59.0,2.1795,268.1,28.0,21,jpg,横幅,cpc,480*360,满赠
A888,11.14,0.0,18.0,1.0036,130.71,0.0,16,jpg,横幅,cpc,480*360,满赠
A889,1.32,0.0,0.0,1.25,75.83,0.0,24,jpg,横幅,cpc,480*360,满赠
A89,6.16,0.0,0.0,1.3942,65.3,0.0,23,jpg,横幅,cpc,600*90,直降
A890,9669.94,11.0,23.999999999999996,1.689,405.86,16.0,23,jpg,横幅,cpc,480*360,满赠
A891,3.63,0.0,0.0,1.0054,476.24,0.0,8,jpg,横幅,cpc,480*360,满赠
A892,2.19,0.0,0.0,1.0676,506.51,0.0,24,jpg,横幅,cpc,480*360,满赠
A90,24.17,0.0,41.0,1.2949,134.15,7.0,26,jpg,横幅,cpc,600*90,直降
A91,1.66,0.0,60.0,1.3631,147.35,0.0,19,jpg,横幅,cpc,600*90,直降
A92,7.1,42.0,56.0,1.5635,254.0,60.0,25,jpg,横幅,cpc,600*90,直降
A93,32.1,11.999999999999998,23.999999999999996,1.3982,219.53,50.0,18,jpg,横幅,cpc,600*90,直降
A94,12.5,16.0,55.0,1.281,292.61,21.0,29,jpg,横幅,cpc,600*90,直降
A95,11.96,17.0,50.0,1.1533,107.01,30.0,16,jpg,横幅,cpc,600*90,直降
A96,5.72,25.0,2224.0,5.0515,521.08,83.0,4,jpg,横幅,cpc,600*90,直降
A717,310.4,2.0,71.0,2.5104,162.94,7.0,11,sp,横幅,cpc,960*126,直降
A36,0.79,0.0,0.0,4.8767,595.11,603.0,29,jpg,横幅,roi,960*126,满赠
A506,0.93,0.0,0.0,1.9785,2.42,0.0,18,jpg,横幅,cpc,960*126,满赠
A507,0.94,0.0,0.0,1.9681,1.99,0.0,10,jpg,横幅,cpc,960*126,满赠
A508,0.95,0.0,0.0,1.9789,2.62,0.0,21,jpg,横幅,cpc,960*126,满减
A509,0.92,0.0,0.0,1.9783,2.36,0.0,9,jpg,横幅,cpc,960*126,满减
A510,0.95,0.0,0.0,1.9579,2.63,0.0,2,jpg,横幅,cpc,960*126,满减
A511,0.93,0.0,0.0,1.9677,2.61,0.0,24,jpg,横幅,cpc,960*126,满减
A21,4517.26,8.0,26.0,1.8983,359.98,5.0,14,swf,tips,cpc,900*120,打折
A22,4268.8,2.0,8.0,1.5403,447.43,2.9999999999999996,19,swf,tips,cpc,900*120,打折
A23,0.97,81.0,5323.0,4.379,496.18,638.0,26,swf,tips,cpc,900*120,打折
A24,0.98,88.0,5840.999999999999,3.0619,410.61,194.0,23,swf,tips,cpc,900*120,满减
A25,653.99,1.0,110.0,1.746,543.46,2.0,18,swf,tips,cpc,900*120,满减
A26,10.35,99.00000000000001,1849.0,4.2317,421.06,122.00000000000001,16,swf,tips,cpc,900*120,满减
A27,692.78,2.0,34.0,1.6188,358.16,2.9999999999999996,25,swf,tips,cpc,900*120,满减
A28,1461.75,5.0,61.00000000000001,1.5859,396.01,7.0,17,swf,tips,cpc,900*120,满减
A29,1300.96,1.0,20.0,1.5811,682.62,1.0,6,swf,tips,cpc,900*120,满减
A30,1210.01,4.0,49.0,1.5768,499.7,5.999999999999999,14,swf,tips,cpc,900*120,满减
A31,1621.98,2.9999999999999996,28.0,1.2789,521.24,2.9999999999999996,1,swf,tips,cpc,900*120,打折
A32,2663.84,7.0,22.0,1.2722,643.69,5.0,17,swf,tips,cpc,900*120,打折
A33,342.76,7.0,101.0,1.6931,316.59,10.0,25,swf,tips,cpc,900*120,打折
A34,288.36,0.0,10.0,1.1331,540.51,1.0,6,swf,tips,cpc,900*120,打折
A37,1833.97,9.0,152.0,1.6338,450.03,13.0,3,swf,tips,cpc,900*120,打折
A38,1777.75,2.0,23.0,1.2588,513.28,2.0,5,swf,tips,cpc,900*120,打折
A39,1953.53,2.9999999999999996,26.0,1.1703,633.08,2.0,16,swf,tips,cpc,900*120,打折
A40,310.53,2.0,28.0,1.1546,543.8,1.0,22,swf,tips,cpc,900*120,打折
A41,1370.38,1.0,16.0,1.3939,613.32,1.0,10,swf,tips,cpd,900*120,打折
A826,0.86,0.0,0.0,52.6591,1932.61,0.0,19,gif,暂停,cpc,390*270,直降
